run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.68,Equals,0.92,Equals (0.93); Clear (0.07); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.2,0.27,0.14,0.07,"act: operation 0.68, target 0.92",[],click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,True,right,,
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,9,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.95,,,,0.62,0.23,0.56,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.74, max unmet p=0.45; ledger carried 1 requirement(s",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.74,0.45,True,unknown,,
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,10,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.87,,,,0.6,0.41,0.4,0.13,"System 2 done refused, verification verify: uncertain: complete p=0.72, max unmet p=0.37; ledger carried 1 requirement(s",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.72, max unmet p=0.37; le",,verify,0.72,0.37,True,unknown,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.95,All Clear (0.95); 2 (0.05); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.05,0.06,0.13,"act: operation 0.98, target 0.95",[],click,All Clear,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,2,0.83,2 (0.84); All Clear (0.14); Subtract (0.01); 5 (0.01); Percent (0.00),0.02,0.08,0.07,0.08,"act: operation 0.95, target 0.83",[],click,2,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,5,0.51,5 (0.53); Clear (0.33); 0 (0.07); 2 (0.03); 1 (0.01),0.02,0.09,0.08,0.09,"act: operation 0.94, target 0.51",[],click,5,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,0,0.6,0 (0.62); Clear (0.23); Subtract (0.14); 7 (0.01); Percent (0.00),0.02,0.1,0.1,0.08,"act: operation 0.94, target 0.6",[],click,0,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,Subtract,0.9,Subtract (0.91); Clear (0.07); 7 (0.02); Percent (0.00); Delete (0.00),0.04,0.1,0.07,0.07,"act: operation 0.98, target 0.9",[],click,Subtract,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,7,0.95,7 (0.96); Clear (0.02); Equals (0.02); Percent (0.00); Delete (0.00),0.05,0.08,0.08,0.06,"act: operation 0.97, target 0.95",[],click,7,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,5,0.8,5 (0.81); Clear (0.12); Equals (0.03); 7 (0.02); 0 (0.01),0.04,0.11,0.11,0.07,"act: operation 0.97, target 0.8",[],click,5,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.74,Equals,0.94,Equals (0.95); Clear (0.05); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.17,0.28,0.13,0.07,"act: operation 0.74, target 0.94",[],click,Equals,app://Calculator,,verification verify,,,,False,wrong,,
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.93,,,,0.61,0.25,0.53,0.08,"verification verify: uncertain: complete p=0.71, max unmet p=0.46",[],,,app://Calculator,,,verify,0.71,0.46,False,wrong,,
q10-native-dev-20260924,calc-subtract-s1_only-a4fe9051,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.99,All Clear,0.95,All Clear (0.96); 2 (0.04); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.04,0.06,0.13,"act: operation 0.99, target 0.95",[],click,All Clear,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-a4fe9051,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,2,0.82,2 (0.84); All Clear (0.14); Subtract (0.01); 5 (0.01); Percent (0.00),0.03,0.08,0.07,0.1,"act: operation 0.94, target 0.82",[],click,2,app://Calculator,,target_confidence,,,,False,wrong,,
q10-native-dev-20260924,calc-subtract-s1_only-a4fe9051,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.96,5,0.43,5 (0.45); Clear (0.37); 0 (0.07); 2 (0.05); 1 (0.02),0.02,0.09,0.1,0.07,target_confidence: target confidence 0.43 < 0.45,[],,,app://Calculator,,,,,,False,wrong,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.99,All Clear,0.94,All Clear (0.94); 2 (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.06,0.13,"act: operation 0.99, target 0.94",[],click,All Clear,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,2,0.85,2 (0.86); All Clear (0.12); Subtract (0.01); 5 (0.01); Percent (0.00),0.02,0.08,0.07,0.09,"act: operation 0.94, target 0.85",[],click,2,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,5,0.52,5 (0.54); Clear (0.33); 0 (0.05); 2 (0.03); Subtract (0.02),0.02,0.09,0.09,0.06,"act: operation 0.95, target 0.52",[],click,5,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,0,0.64,0 (0.66); Clear (0.20); Subtract (0.13); 7 (0.01); Percent (0.00),0.02,0.11,0.11,0.1,"act: operation 0.95, target 0.64",[],click,0,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,Subtract,0.89,Subtract (0.90); Clear (0.07); 7 (0.03); Percent (0.00); Delete (0.00),0.03,0.1,0.08,0.08,"act: operation 0.98, target 0.89",[],click,Subtract,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,7,0.95,7 (0.96); Clear (0.02); Equals (0.01); 3 (0.01); Percent (0.00),0.08,0.09,0.08,0.06,"act: operation 0.97, target 0.95",[],click,7,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,5,0.78,5 (0.80); Clear (0.13); Equals (0.03); 7 (0.02); 0 (0.01),0.03,0.11,0.1,0.07,"act: operation 0.98, target 0.78",[],click,5,app://Calculator,,act,,,,False,right,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.73,Equals,0.96,Equals (0.97); Clear (0.03); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.15,0.25,0.12,0.07,"act: operation 0.73, target 0.96",[],click,Equals,app://Calculator,,verification verify,,,,False,wrong,,
q10-native-dev-20260924,calc-subtract-s1_only-f21dc52e,calc-subtract,s1_only,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.95,,,,0.62,0.25,0.54,0.07,"verification verify: uncertain: complete p=0.73, max unmet p=0.44",[],,,app://Calculator,,,verify,0.73,0.44,False,wrong,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.95,text area,1.0,text area (1.00),0.03,0.06,0.21,0.08,"act: operation 0.95, target 1.0",[],input,text area,app://TextEdit,,System 2 hotkey cmd+s,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,2,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.62,button,0.44,button (0.62); button (0.22); button (0.16),0.22,0.08,0.2,0.12,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,System 2 menu File > Save,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,3,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.9,,,,0.59,0.11,0.35,0.08,System 2 menu File > Save,[],menu,,app://TextEdit,,System 2 key s,reject,0.4,0.89,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,4,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.59,,,,0.39,0.76,0.35,0.09,System 2 key s,[],send_keys,,app://TextEdit,,System 2 hotkey cmd+s,reject,0.35,0.87,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,5,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.5,,,,0.33,0.92,0.33,0.09,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,"System 2 done refused, verification reject",reject,0.43,0.83,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,6,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.56,,,,0.33,0.94,0.36,0.09,"System 2 done refused, verification reject: The document was saved unmet with p=0.80; ledger carried 1 requirement(s)",[],,,app://TextEdit,,System 2 hotkey cmd+s,reject,0.53,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,7,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.42,,,,0.31,0.94,0.41,0.09,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,System 2 wait,reject,0.49,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,8,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.46,,,,0.28,0.95,0.36,0.07,System 2 wait,[],wait,,app://TextEdit,,System 2 hotkey cmd+s,reject,0.45,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,9,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.42,,,,0.3,0.95,0.43,0.08,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,System 2 wait,reject,0.48,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,10,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.46,,,,0.27,0.96,0.44,0.07,System 2 wait,[],wait,,app://TextEdit,,System 2 hotkey cmd+s,reject,0.44,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,11,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.43,,,,0.24,0.96,0.43,0.07,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,"System 2 type [1] (Content looks correct but save is unverified, so I will dirt)",reject,0.49,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,12,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.35,,,,0.23,0.95,0.39,0.07,"System 2 type [1] (Content looks correct but save is unverified, so I will dirt)",[],input,text area,app://TextEdit,,System 2 hotkey cmd+s,reject,0.43,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,13,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.33,,,,0.23,0.94,0.39,0.09,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,System 2 menu File > Save,reject,0.26,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,14,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.54,,,,0.29,0.94,0.47,0.07,System 2 menu File > Save,[],menu,,app://TextEdit,,System 2 key s,reject,0.4,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,15,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.45,,,,0.28,0.96,0.37,0.08,System 2 key s,[],send_keys,,app://TextEdit,,"System 2 type [1] (Content shows Second line but save unverified, so retype wit)",reject,0.37,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,16,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.49,,,,0.28,0.95,0.39,0.08,"System 2 type [1] (Content shows Second line but save unverified, so retype wit)",[],input,text area,app://TextEdit,,System 2 hotkey cmd+s,reject,0.37,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,17,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.33,,,,0.23,0.95,0.37,0.08,System 2 hotkey cmd+s,[],send_keys,,app://TextEdit,,System 2 wait,reject,0.34,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,18,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.48,,,,0.26,0.94,0.4,0.08,System 2 wait,[],wait,,app://TextEdit,,"System 2 done refused, verification reject",reject,0.37,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-0d073fda,textedit-append-and-save,dual,19,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,done,0.34,,,,0.21,0.95,0.44,0.07,"System 2 done refused, verification reject: The document was saved unmet with p=0.80; ledger carried 2 requirement(s)",[],,,app://TextEdit,s2 fatal: done refused 2 times; The document was saved unmet with p=0.80; ledger,,reject,0.41,0.8,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-62ccb520,textedit-append-and-save,dual,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.96,text area,1.0,text area (1.00),0.03,0.05,0.18,0.07,"act: operation 0.96, target 1.0",[],input,text area,app://TextEdit,,act,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-62ccb520,textedit-append-and-save,dual,2,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.61,button,0.59,button (0.73); button (0.15); button (0.12),0.23,0.07,0.2,0.12,"act: operation 0.61, target 0.59",[],click,button,app://TextEdit,,System 2 wait,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-62ccb520,textedit-append-and-save,dual,3,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.82,,,,0.02,0.1,0.34,0.12,System 2 wait,[],wait,,app://TextEdit,,System 2 wait,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-62ccb520,textedit-append-and-save,dual,4,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.8,,,,0.02,0.12,0.49,0.1,System 2 wait,[],wait,,app://TextEdit,,System 2 key Down,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-62ccb520,textedit-append-and-save,dual,5,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.77,,,,0.02,0.8,0.41,0.11,System 2 key Down,[],send_keys,,app://TextEdit,,System 2 hotkey cmd+down,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-62ccb520,textedit-append-and-save,dual,6,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.71,,,,0.02,0.84,0.52,0.09,System 2 hotkey cmd+down,[],send_keys,,app://TextEdit,,,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-682cb6de,textedit-append-and-save,dual,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.95,text area,1.0,text area (1.00),0.03,0.05,0.24,0.08,"act: operation 0.95, target 1.0",[],input,text area,app://TextEdit,,act,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-682cb6de,textedit-append-and-save,dual,2,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.65,button,0.53,button (0.68); button (0.18); button (0.14),0.24,0.08,0.19,0.12,"act: operation 0.65, target 0.53",[],click,button,app://TextEdit,,System 2 wait,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-682cb6de,textedit-append-and-save,dual,3,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.84,,,,0.02,0.11,0.37,0.12,System 2 wait,[],wait,,app://TextEdit,,System 2 key Down,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-682cb6de,textedit-append-and-save,dual,4,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.75,,,,0.02,0.13,0.49,0.11,System 2 key Down,[],send_keys,,app://TextEdit,,System 2 wait,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-682cb6de,textedit-append-and-save,dual,5,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.75,,,,0.02,0.19,0.4,0.08,System 2 wait,[],wait,,app://TextEdit,,System 2 hotkey cmd+down,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-682cb6de,textedit-append-and-save,dual,6,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.71,,,,0.02,0.51,0.47,0.08,System 2 hotkey cmd+down,[],send_keys,,app://TextEdit,,,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-d66beaf3,textedit-append-and-save,dual,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.95,text area,1.0,text area (1.00),0.03,0.05,0.2,0.07,"act: operation 0.95, target 1.0",[],input,text area,app://TextEdit,,act,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-d66beaf3,textedit-append-and-save,dual,2,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.61,button,0.45,button (0.64); button (0.22); button (0.14),0.24,0.08,0.2,0.11,"act: operation 0.61, target 0.45",[],click,button,app://TextEdit,,System 2 wait,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-dual-d66beaf3,textedit-append-and-save,dual,3,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.84,,,,0.02,0.1,0.37,0.11,System 2 wait,[],wait,,app://TextEdit,,System 2 key Down,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-d66beaf3,textedit-append-and-save,dual,4,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.76,,,,0.02,0.13,0.41,0.12,System 2 key Down,[],send_keys,,app://TextEdit,,System 2 hotkey cmd+down,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-dual-d66beaf3,textedit-append-and-save,dual,5,s2,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.77,,,,0.02,0.21,0.42,0.09,System 2 hotkey cmd+down,[],send_keys,,app://TextEdit,,,,,,True,unknown,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-52987838,textedit-append-and-save,s1_only,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.94,text area,1.0,text area (1.00),0.03,0.05,0.21,0.07,"act: operation 0.94, target 1.0",[],input,text area,app://TextEdit,,act,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-52987838,textedit-append-and-save,s1_only,2,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.61,button,0.56,button (0.71); button (0.18); button (0.11),0.28,0.07,0.19,0.12,"act: operation 0.61, target 0.56",[],click,button,app://TextEdit,,blocked,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-52987838,textedit-append-and-save,s1_only,3,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.82,,,,0.02,0.11,0.35,0.11,blocked: no offered operation can make progress,[],,,app://TextEdit,,,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-7e981859,textedit-append-and-save,s1_only,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.95,text area,1.0,text area (1.00),0.03,0.06,0.18,0.07,"act: operation 0.95, target 1.0",[],input,text area,app://TextEdit,,act,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-7e981859,textedit-append-and-save,s1_only,2,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.59,button,0.5,button (0.67); button (0.20); button (0.13),0.23,0.07,0.19,0.11,"act: operation 0.59, target 0.5",[],click,button,app://TextEdit,,blocked,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-7e981859,textedit-append-and-save,s1_only,3,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.83,,,,0.02,0.1,0.36,0.12,blocked: no offered operation can make progress,[],,,app://TextEdit,,,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-96bbaeba,textedit-append-and-save,s1_only,1,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,type,0.94,text area,1.0,text area (1.00),0.03,0.06,0.19,0.08,"act: operation 0.94, target 1.0",[],input,text area,app://TextEdit,,act,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-96bbaeba,textedit-append-and-save,s1_only,2,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,4,click,0.63,button,0.58,button (0.72); button (0.18); button (0.10),0.26,0.08,0.19,0.11,"act: operation 0.63, target 0.58",[],click,button,app://TextEdit,,blocked,,,,True,right,,
q10-native-dev-20260924,textedit-append-and-save-s1_only-96bbaeba,textedit-append-and-save,s1_only,3,s1,"Add the line ""Second line."" to the end of the document and save it.",app://TextEdit,0,blocked,0.84,,,,0.02,0.1,0.39,0.12,blocked: no offered operation can make progress,[],,,app://TextEdit,,,,,,True,right,,
q10-native-dev-20260924,textedit-read-word-count-dual-92c4667e,textedit-read-word-count,dual,1,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.52,,,,0.06,0.05,0.9,0.1,"System 2 done refused, verification verify: uncertain: complete p=0.43, max unmet p=0.63",[],,,app://TextEdit,,"System 2 done refused, verification verify",verify,0.43,0.63,False,unknown,,
q10-native-dev-20260924,textedit-read-word-count-dual-92c4667e,textedit-read-word-count,dual,2,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.4,,,,0.06,0.16,0.9,0.11,"System 2 done refused, verification verify: uncertain: complete p=0.52, max unmet p=0.59",[],,,app://TextEdit,"s2 fatal: done refused 2 times; uncertain: complete p=0.52, max unmet p=0.59",,verify,0.52,0.59,False,unknown,,
q10-native-dev-20260924,textedit-read-word-count-dual-bce79b91,textedit-read-word-count,dual,1,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.55,,,,0.07,0.06,0.91,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.47, max unmet p=0.62",[],,,app://TextEdit,,"System 2 done refused, verification verify",verify,0.47,0.62,False,unknown,,
q10-native-dev-20260924,textedit-read-word-count-dual-bce79b91,textedit-read-word-count,dual,2,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.41,,,,0.06,0.19,0.92,0.11,"System 2 done refused, verification verify: uncertain: complete p=0.47, max unmet p=0.61",[],,,app://TextEdit,"s2 fatal: done refused 2 times; uncertain: complete p=0.47, max unmet p=0.61",,verify,0.47,0.61,False,unknown,,
q10-native-dev-20260924,textedit-read-word-count-dual-fbd80f5a,textedit-read-word-count,dual,1,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.49,,,,0.07,0.06,0.9,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.50, max unmet p=0.56",[],,,app://TextEdit,,"System 2 done refused, verification verify",verify,0.5,0.56,False,unknown,,
q10-native-dev-20260924,textedit-read-word-count-dual-fbd80f5a,textedit-read-word-count,dual,2,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.41,,,,0.05,0.2,0.9,0.11,"System 2 done refused, verification verify: uncertain: complete p=0.48, max unmet p=0.58",[],,,app://TextEdit,"s2 fatal: done refused 2 times; uncertain: complete p=0.48, max unmet p=0.58",,verify,0.48,0.58,False,unknown,,
q10-native-dev-20260924,textedit-read-word-count-s1_only-45ea0201,textedit-read-word-count,s1_only,1,s1,Report the second word of the document's only line.,app://TextEdit,4,done,0.46,,,,0.07,0.05,0.9,0.09,done without an answer on an answer task; not verified,[],,,app://TextEdit,,,,,,False,wrong,,
q10-native-dev-20260924,textedit-read-word-count-s1_only-d0575e42,textedit-read-word-count,s1_only,1,s1,Report the second word of the document's only line.,app://TextEdit,4,done,0.45,,,,0.07,0.05,0.9,0.1,done without an answer on an answer task; not verified,[],,,app://TextEdit,,,,,,False,wrong,,
q10-native-dev-20260924,textedit-read-word-count-s1_only-d8ea00e4,textedit-read-word-count,s1_only,1,s1,Report the second word of the document's only line.,app://TextEdit,4,done,0.47,,,,0.07,0.06,0.9,0.1,done without an answer on an answer task; not verified,[],,,app://TextEdit,,,,,,False,wrong,,
